"","jobTitle","location","skill","count"
"1152","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","communication","1"
"1153","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","big data","0"
"1154","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","design","0"
"1155","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","visualization","0"
"1156","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","Hadoop","0"
"1157","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","Java","0"
"1158","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","research","0"
"1159","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","creative","0"
"1160","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","MATLAB","0"
"1161","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","SAS","0"
"1162","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC"," R ","0"
"1163","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","Modelling","0"
"1164","Excel Data Analyst  Perm  Charlotte, NC","Charlotte, NC","Phd","0"
"1165","Data Analyst - SQL","Jersey City, NJ","Python","0"
"1166","Data Analyst - SQL","Jersey City, NJ","programming","0"
"1167","Data Analyst - SQL","Jersey City, NJ","analytics","0"
"1168","Data Analyst - SQL","Jersey City, NJ","mathematics","0"
"1169","Data Analyst - SQL","Jersey City, NJ","machine learning","0"
"1170","Data Analyst - SQL","Jersey City, NJ","team","5"
"1171","Data Analyst - SQL","Jersey City, NJ","Cooperation","0"
"1172","Data Analyst - SQL","Jersey City, NJ","statistics","0"
"1173","Data Analyst - SQL","Jersey City, NJ","SQL","0"
"1174","Data Analyst - SQL","Jersey City, NJ","communication","1"
"1175","Data Analyst - SQL","Jersey City, NJ","big data","0"
"1176","Data Analyst - SQL","Jersey City, NJ","design","8"
"1177","Data Analyst - SQL","Jersey City, NJ","visualization","0"
"1178","Data Analyst - SQL","Jersey City, NJ","Hadoop","0"
"1179","Data Analyst - SQL","Jersey City, NJ","Java","0"
"1180","Data Analyst - SQL","Jersey City, NJ","research","0"
"1181","Data Analyst - SQL","Jersey City, NJ","creative","0"
"1182","Data Analyst - SQL","Jersey City, NJ","MATLAB","0"
"1183","Data Analyst - SQL","Jersey City, NJ","SAS","0"
"1184","Data Analyst - SQL","Jersey City, NJ"," R ","0"
"1185","Data Analyst - SQL","Jersey City, NJ","Modelling","0"
"1186","Data Analyst - SQL","Jersey City, NJ","Phd","0"
"1187","Data Center Technician","Denver, CO","Python","0"
"1188","Data Center Technician","Denver, CO","programming","0"
"1189","Data Center Technician","Denver, CO","analytics","0"
"1190","Data Center Technician","Denver, CO","mathematics","0"
"1191","Data Center Technician","Denver, CO","machine learning","0"
"1192","Data Center Technician","Denver, CO","team","5"
"1193","Data Center Technician","Denver, CO","Cooperation","0"
"1194","Data Center Technician","Denver, CO","statistics","0"
"1195","Data Center Technician","Denver, CO","SQL","0"
"1196","Data Center Technician","Denver, CO","communication","0"
"1197","Data Center Technician","Denver, CO","big data","0"
"1198","Data Center Technician","Denver, CO","design","0"
"1199","Data Center Technician","Denver, CO","visualization","0"
"1200","Data Center Technician","Denver, CO","Hadoop","0"
"1201","Data Center Technician","Denver, CO","Java","0"
"1202","Data Center Technician","Denver, CO","research","0"
"1203","Data Center Technician","Denver, CO","creative","0"
"1204","Data Center Technician","Denver, CO","MATLAB","0"
"1205","Data Center Technician","Denver, CO","SAS","0"
"1206","Data Center Technician","Denver, CO"," R ","0"
"1207","Data Center Technician","Denver, CO","Modelling","0"
"1208","Data Center Technician","Denver, CO","Phd","0"
"1209","Senior Data Center Migration Specialist","Scottsdale, AZ","Python","0"
"1210","Senior Data Center Migration Specialist","Scottsdale, AZ","programming","0"
"1211","Senior Data Center Migration Specialist","Scottsdale, AZ","analytics","0"
"1212","Senior Data Center Migration Specialist","Scottsdale, AZ","mathematics","0"
"1213","Senior Data Center Migration Specialist","Scottsdale, AZ","machine learning","0"
"1214","Senior Data Center Migration Specialist","Scottsdale, AZ","team","2"
"1215","Senior Data Center Migration Specialist","Scottsdale, AZ","Cooperation","0"
"1216","Senior Data Center Migration Specialist","Scottsdale, AZ","statistics","0"
"1217","Senior Data Center Migration Specialist","Scottsdale, AZ","SQL","0"
"1218","Senior Data Center Migration Specialist","Scottsdale, AZ","communication","1"
"1219","Senior Data Center Migration Specialist","Scottsdale, AZ","big data","0"
"1220","Senior Data Center Migration Specialist","Scottsdale, AZ","design","0"
"1221","Senior Data Center Migration Specialist","Scottsdale, AZ","visualization","0"
"1222","Senior Data Center Migration Specialist","Scottsdale, AZ","Hadoop","0"
"1223","Senior Data Center Migration Specialist","Scottsdale, AZ","Java","0"
"1224","Senior Data Center Migration Specialist","Scottsdale, AZ","research","0"
"1225","Senior Data Center Migration Specialist","Scottsdale, AZ","creative","0"
"1226","Senior Data Center Migration Specialist","Scottsdale, AZ","MATLAB","0"
"1227","Senior Data Center Migration Specialist","Scottsdale, AZ","SAS","0"
"1228","Senior Data Center Migration Specialist","Scottsdale, AZ"," R ","0"
"1229","Senior Data Center Migration Specialist","Scottsdale, AZ","Modelling","0"
"1230","Senior Data Center Migration Specialist","Scottsdale, AZ","Phd","0"
"1231","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","Python","0"
"1232","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","programming","1"
"1233","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","analytics","0"
"1234","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","mathematics","0"
"1235","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","machine learning","0"
"1236","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","team","0"
"1237","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","Cooperation","0"
"1238","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","statistics","0"
"1239","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","SQL","0"
"1240","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","communication","0"
"1241","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","big data","0"
"1242","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","design","3"
"1243","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","visualization","0"
"1244","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","Hadoop","0"
"1245","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","Java","0"
"1246","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","research","0"
"1247","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","creative","0"
"1248","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","MATLAB","0"
"1249","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","SAS","0"
"1250","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA"," R ","0"
"1251","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","Modelling","0"
"1252","Senior BigData Hadoop Consultant with ETL- Data Modeling exp","San Jose, CA","Phd","0"
"1253","Data Center Engineer/Architect","Denver, CO","Python","0"
"1254","Data Center Engineer/Architect","Denver, CO","programming","0"
"1255","Data Center Engineer/Architect","Denver, CO","analytics","0"
"1256","Data Center Engineer/Architect","Denver, CO","mathematics","0"
"1257","Data Center Engineer/Architect","Denver, CO","machine learning","0"
"1258","Data Center Engineer/Architect","Denver, CO","team","0"
"1259","Data Center Engineer/Architect","Denver, CO","Cooperation","0"
"1260","Data Center Engineer/Architect","Denver, CO","statistics","0"
"1261","Data Center Engineer/Architect","Denver, CO","SQL","0"
"1262","Data Center Engineer/Architect","Denver, CO","communication","2"
"1263","Data Center Engineer/Architect","Denver, CO","big data","0"
"1264","Data Center Engineer/Architect","Denver, CO","design","7"
"1265","Data Center Engineer/Architect","Denver, CO","visualization","0"
"1266","Data Center Engineer/Architect","Denver, CO","Hadoop","0"
"1267","Data Center Engineer/Architect","Denver, CO","Java","0"
"1268","Data Center Engineer/Architect","Denver, CO","research","0"
"1269","Data Center Engineer/Architect","Denver, CO","creative","1"
"1270","Data Center Engineer/Architect","Denver, CO","MATLAB","0"
"1271","Data Center Engineer/Architect","Denver, CO","SAS","0"
"1272","Data Center Engineer/Architect","Denver, CO"," R ","0"
"1273","Data Center Engineer/Architect","Denver, CO","Modelling","0"
"1274","Data Center Engineer/Architect","Denver, CO","Phd","0"
"1275","QA Lead - Data Analytics","Nashville, TN","Python","0"
"1276","QA Lead - Data Analytics","Nashville, TN","programming","0"
"1277","QA Lead - Data Analytics","Nashville, TN","analytics","26"
"1278","QA Lead - Data Analytics","Nashville, TN","mathematics","0"
"1279","QA Lead - Data Analytics","Nashville, TN","machine learning","0"
"1280","QA Lead - Data Analytics","Nashville, TN","team","10"
"1281","QA Lead - Data Analytics","Nashville, TN","Cooperation","0"
"1282","QA Lead - Data Analytics","Nashville, TN","statistics","0"
"1283","QA Lead - Data Analytics","Nashville, TN","SQL","0"
"1284","QA Lead - Data Analytics","Nashville, TN","communication","2"
"1285","QA Lead - Data Analytics","Nashville, TN","big data","2"
"1286","QA Lead - Data Analytics","Nashville, TN","design","0"
"1287","QA Lead - Data Analytics","Nashville, TN","visualization","0"
"1288","QA Lead - Data Analytics","Nashville, TN","Hadoop","0"
"1289","QA Lead - Data Analytics","Nashville, TN","Java","0"
"1290","QA Lead - Data Analytics","Nashville, TN","research","0"
"1291","QA Lead - Data Analytics","Nashville, TN","creative","0"
"1292","QA Lead - Data Analytics","Nashville, TN","MATLAB","0"
"1293","QA Lead - Data Analytics","Nashville, TN","SAS","0"
"1294","QA Lead - Data Analytics","Nashville, TN"," R ","0"
"1295","QA Lead - Data Analytics","Nashville, TN","Modelling","0"
"1296","QA Lead - Data Analytics","Nashville, TN","Phd","0"
"1297","Software Data Engineer Consultant","San Diego, CA","Python","0"
"1298","Software Data Engineer Consultant","San Diego, CA","programming","0"
"1299","Software Data Engineer Consultant","San Diego, CA","analytics","0"
"1300","Software Data Engineer Consultant","San Diego, CA","mathematics","0"
"1301","Software Data Engineer Consultant","San Diego, CA","machine learning","0"
"1302","Software Data Engineer Consultant","San Diego, CA","team","1"
"1303","Software Data Engineer Consultant","San Diego, CA","Cooperation","0"
"1304","Software Data Engineer Consultant","San Diego, CA","statistics","0"
"1305","Software Data Engineer Consultant","San Diego, CA","SQL","0"
"1306","Software Data Engineer Consultant","San Diego, CA","communication","2"
"1307","Software Data Engineer Consultant","San Diego, CA","big data","2"
"1308","Software Data Engineer Consultant","San Diego, CA","design","1"
"1309","Software Data Engineer Consultant","San Diego, CA","visualization","0"
"1310","Software Data Engineer Consultant","San Diego, CA","Hadoop","0"
"1311","Software Data Engineer Consultant","San Diego, CA","Java","0"
"1312","Software Data Engineer Consultant","San Diego, CA","research","0"
"1313","Software Data Engineer Consultant","San Diego, CA","creative","0"
"1314","Software Data Engineer Consultant","San Diego, CA","MATLAB","0"
"1315","Software Data Engineer Consultant","San Diego, CA","SAS","0"
"1316","Software Data Engineer Consultant","San Diego, CA"," R ","0"
"1317","Software Data Engineer Consultant","San Diego, CA","Modelling","0"
"1318","Software Data Engineer Consultant","San Diego, CA","Phd","0"
"1319","ETL Data Solution Lead","Wilmington, DE","Python","0"
"1320","ETL Data Solution Lead","Wilmington, DE","programming","0"
"1321","ETL Data Solution Lead","Wilmington, DE","analytics","0"
"1322","ETL Data Solution Lead","Wilmington, DE","mathematics","0"
"1323","ETL Data Solution Lead","Wilmington, DE","machine learning","0"
"1324","ETL Data Solution Lead","Wilmington, DE","team","0"
"1325","ETL Data Solution Lead","Wilmington, DE","Cooperation","0"
"1326","ETL Data Solution Lead","Wilmington, DE","statistics","0"
"1327","ETL Data Solution Lead","Wilmington, DE","SQL","0"
"1328","ETL Data Solution Lead","Wilmington, DE","communication","1"
"1329","ETL Data Solution Lead","Wilmington, DE","big data","0"
"1330","ETL Data Solution Lead","Wilmington, DE","design","4"
"1331","ETL Data Solution Lead","Wilmington, DE","visualization","0"
"1332","ETL Data Solution Lead","Wilmington, DE","Hadoop","0"
"1333","ETL Data Solution Lead","Wilmington, DE","Java","0"
"1334","ETL Data Solution Lead","Wilmington, DE","research","0"
"1335","ETL Data Solution Lead","Wilmington, DE","creative","0"
"1336","ETL Data Solution Lead","Wilmington, DE","MATLAB","0"
"1337","ETL Data Solution Lead","Wilmington, DE","SAS","0"
"1338","ETL Data Solution Lead","Wilmington, DE"," R ","0"
"1339","ETL Data Solution Lead","Wilmington, DE","Modelling","0"
"1340","ETL Data Solution Lead","Wilmington, DE","Phd","0"
"1341","Data Center Operations Engineer","Chicago, IL","Python","0"
"1342","Data Center Operations Engineer","Chicago, IL","programming","0"
"1343","Data Center Operations Engineer","Chicago, IL","analytics","0"
"1344","Data Center Operations Engineer","Chicago, IL","mathematics","0"
"1345","Data Center Operations Engineer","Chicago, IL","machine learning","0"
"1346","Data Center Operations Engineer","Chicago, IL","team","3"
"1347","Data Center Operations Engineer","Chicago, IL","Cooperation","0"
"1348","Data Center Operations Engineer","Chicago, IL","statistics","0"
"1349","Data Center Operations Engineer","Chicago, IL","SQL","0"
"1350","Data Center Operations Engineer","Chicago, IL","communication","1"
"1351","Data Center Operations Engineer","Chicago, IL","big data","0"
"1352","Data Center Operations Engineer","Chicago, IL","design","1"
"1353","Data Center Operations Engineer","Chicago, IL","visualization","0"
"1354","Data Center Operations Engineer","Chicago, IL","Hadoop","0"
"1355","Data Center Operations Engineer","Chicago, IL","Java","0"
"1356","Data Center Operations Engineer","Chicago, IL","research","0"
"1357","Data Center Operations Engineer","Chicago, IL","creative","0"
"1358","Data Center Operations Engineer","Chicago, IL","MATLAB","0"
"1359","Data Center Operations Engineer","Chicago, IL","SAS","0"
"1360","Data Center Operations Engineer","Chicago, IL"," R ","0"
"1361","Data Center Operations Engineer","Chicago, IL","Modelling","0"
"1362","Data Center Operations Engineer","Chicago, IL","Phd","0"
"1363","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","Python","0"
"1364","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","programming","0"
"1365","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","analytics","0"
"1366","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","mathematics","0"
"1367","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","machine learning","0"
"1368","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","team","0"
"1369","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","Cooperation","0"
"1370","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","statistics","0"
"1371","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","SQL","0"
"1372","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","communication","0"
"1373","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","big data","0"
"1374","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","design","0"
"1375","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","visualization","0"
"1376","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","Hadoop","0"
"1377","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","Java","0"
"1378","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","research","12"
"1379","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","creative","0"
"1380","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","MATLAB","0"
"1381","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","SAS","0"
"1382","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC"," R ","0"
"1383","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","Modelling","0"
"1384","Sr. Data Analyst - Information Security - Ballantyne","Charlotte, NC","Phd","0"
"1385","Data Center Solutions Arch - SE","Madison, WI","Python","0"
"1386","Data Center Solutions Arch - SE","Madison, WI","programming","0"
"1387","Data Center Solutions Arch - SE","Madison, WI","analytics","0"
"1388","Data Center Solutions Arch - SE","Madison, WI","mathematics","0"
"1389","Data Center Solutions Arch - SE","Madison, WI","machine learning","0"
"1390","Data Center Solutions Arch - SE","Madison, WI","team","1"
"1391","Data Center Solutions Arch - SE","Madison, WI","Cooperation","0"
"1392","Data Center Solutions Arch - SE","Madison, WI","statistics","0"
"1393","Data Center Solutions Arch - SE","Madison, WI","SQL","0"
"1394","Data Center Solutions Arch - SE","Madison, WI","communication","0"
"1395","Data Center Solutions Arch - SE","Madison, WI","big data","0"
"1396","Data Center Solutions Arch - SE","Madison, WI","design","1"
"1397","Data Center Solutions Arch - SE","Madison, WI","visualization","0"
"1398","Data Center Solutions Arch - SE","Madison, WI","Hadoop","0"
"1399","Data Center Solutions Arch - SE","Madison, WI","Java","0"
"1400","Data Center Solutions Arch - SE","Madison, WI","research","0"
"1401","Data Center Solutions Arch - SE","Madison, WI","creative","0"
"1402","Data Center Solutions Arch - SE","Madison, WI","MATLAB","0"
"1403","Data Center Solutions Arch - SE","Madison, WI","SAS","0"
"1404","Data Center Solutions Arch - SE","Madison, WI"," R ","0"
"1405","Data Center Solutions Arch - SE","Madison, WI","Modelling","0"
"1406","Data Center Solutions Arch - SE","Madison, WI","Phd","0"
"1407","Data Integration Developer","Tampa, FL","Python","0"
"1408","Data Integration Developer","Tampa, FL","programming","0"
"1409","Data Integration Developer","Tampa, FL","analytics","0"
"1410","Data Integration Developer","Tampa, FL","mathematics","0"
"1411","Data Integration Developer","Tampa, FL","machine learning","0"
"1412","Data Integration Developer","Tampa, FL","team","0"
"1413","Data Integration Developer","Tampa, FL","Cooperation","0"
"1414","Data Integration Developer","Tampa, FL","statistics","0"
"1415","Data Integration Developer","Tampa, FL","SQL","0"
"1416","Data Integration Developer","Tampa, FL","communication","0"
"1417","Data Integration Developer","Tampa, FL","big data","0"
"1418","Data Integration Developer","Tampa, FL","design","0"
"1419","Data Integration Developer","Tampa, FL","visualization","0"
"1420","Data Integration Developer","Tampa, FL","Hadoop","0"
"1421","Data Integration Developer","Tampa, FL","Java","0"
"1422","Data Integration Developer","Tampa, FL","research","0"
"1423","Data Integration Developer","Tampa, FL","creative","0"
"1424","Data Integration Developer","Tampa, FL","MATLAB","0"
"1425","Data Integration Developer","Tampa, FL","SAS","0"
"1426","Data Integration Developer","Tampa, FL"," R ","0"
"1427","Data Integration Developer","Tampa, FL","Modelling","0"
"1428","Data Integration Developer","Tampa, FL","Phd","0"
"1429","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","Python","0"
"1430","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","programming","0"
"1431","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","analytics","1"
"1432","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","mathematics","0"
"1433","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","machine learning","0"
"1434","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","team","0"
"1435","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","Cooperation","0"
"1436","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","statistics","0"
"1437","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","SQL","0"
"1438","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","communication","0"
"1439","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","big data","23"
"1440","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","design","2"
"1441","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","visualization","0"
"1442","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","Hadoop","0"
"1443","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","Java","0"
"1444","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","research","0"
"1445","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","creative","0"
"1446","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","MATLAB","0"
"1447","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","SAS","0"
"1448","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA"," R ","0"
"1449","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","Modelling","0"
"1450","Pivotal consultant / Pivotal big data or greenplum @ King of Prussia, PA","King of Prussia, PA","Phd","0"
"1451","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","Python","0"
"1452","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","programming","0"
"1453","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","analytics","0"
"1454","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","mathematics","0"
"1455","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","machine learning","0"
"1456","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","team","2"
"1457","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","Cooperation","0"
"1458","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","statistics","0"
"1459","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","SQL","0"
"1460","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","communication","0"
"1461","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","big data","0"
"1462","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","design","1"
"1463","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","visualization","0"
"1464","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","Hadoop","0"
"1465","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","Java","0"
"1466","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","research","0"
"1467","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","creative","0"
"1468","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","MATLAB","0"
"1469","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","SAS","0"
"1470","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA"," R ","0"
"1471","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","Modelling","0"
"1472","Sr. Clinical Data Manager (Oncology)","Los Angeles, CA","Phd","0"
"1473","Big Data Developer","New York, NY","Python","0"
"1474","Big Data Developer","New York, NY","programming","0"
"1475","Big Data Developer","New York, NY","analytics","0"
"1476","Big Data Developer","New York, NY","mathematics","0"
"1477","Big Data Developer","New York, NY","machine learning","1"
"1478","Big Data Developer","New York, NY","team","1"
"1479","Big Data Developer","New York, NY","Cooperation","0"
"1480","Big Data Developer","New York, NY","statistics","0"
"1481","Big Data Developer","New York, NY","SQL","0"
"1482","Big Data Developer","New York, NY","communication","0"
"1483","Big Data Developer","New York, NY","big data","17"
"1484","Big Data Developer","New York, NY","design","0"
"1485","Big Data Developer","New York, NY","visualization","1"
"1486","Big Data Developer","New York, NY","Hadoop","0"
"1487","Big Data Developer","New York, NY","Java","0"
"1488","Big Data Developer","New York, NY","research","0"
"1489","Big Data Developer","New York, NY","creative","0"
"1490","Big Data Developer","New York, NY","MATLAB","0"
"1491","Big Data Developer","New York, NY","SAS","0"
"1492","Big Data Developer","New York, NY"," R ","0"
"1493","Big Data Developer","New York, NY","Modelling","0"
"1494","Big Data Developer","New York, NY","Phd","0"
"1495","Big Data Architect","scottsdale, AZ","Python","0"
"1496","Big Data Architect","scottsdale, AZ","programming","0"
"1497","Big Data Architect","scottsdale, AZ","analytics","2"
"1498","Big Data Architect","scottsdale, AZ","mathematics","0"
"1499","Big Data Architect","scottsdale, AZ","machine learning","0"
"1500","Big Data Architect","scottsdale, AZ","team","2"
"1501","Big Data Architect","scottsdale, AZ","Cooperation","0"
"1502","Big Data Architect","scottsdale, AZ","statistics","0"
"1503","Big Data Architect","scottsdale, AZ","SQL","0"
"1504","Big Data Architect","scottsdale, AZ","communication","0"
"1505","Big Data Architect","scottsdale, AZ","big data","19"
"1506","Big Data Architect","scottsdale, AZ","design","1"
"1507","Big Data Architect","scottsdale, AZ","visualization","0"
"1508","Big Data Architect","scottsdale, AZ","Hadoop","0"
"1509","Big Data Architect","scottsdale, AZ","Java","0"
"1510","Big Data Architect","scottsdale, AZ","research","0"
"1511","Big Data Architect","scottsdale, AZ","creative","0"
"1512","Big Data Architect","scottsdale, AZ","MATLAB","0"
"1513","Big Data Architect","scottsdale, AZ","SAS","0"
"1514","Big Data Architect","scottsdale, AZ"," R ","0"
"1515","Big Data Architect","scottsdale, AZ","Modelling","0"
"1516","Big Data Architect","scottsdale, AZ","Phd","0"
"1517","Data Services Developer","Farmington Hills, MI","Python","0"
"1518","Data Services Developer","Farmington Hills, MI","programming","1"
"1519","Data Services Developer","Farmington Hills, MI","analytics","0"
"1520","Data Services Developer","Farmington Hills, MI","mathematics","0"
"1521","Data Services Developer","Farmington Hills, MI","machine learning","0"
"1522","Data Services Developer","Farmington Hills, MI","team","3"
"1523","Data Services Developer","Farmington Hills, MI","Cooperation","0"
"1524","Data Services Developer","Farmington Hills, MI","statistics","0"
"1525","Data Services Developer","Farmington Hills, MI","SQL","0"
"1526","Data Services Developer","Farmington Hills, MI","communication","0"
"1527","Data Services Developer","Farmington Hills, MI","big data","0"
"1528","Data Services Developer","Farmington Hills, MI","design","1"
"1529","Data Services Developer","Farmington Hills, MI","visualization","0"
"1530","Data Services Developer","Farmington Hills, MI","Hadoop","0"
"1531","Data Services Developer","Farmington Hills, MI","Java","0"
"1532","Data Services Developer","Farmington Hills, MI","research","0"
"1533","Data Services Developer","Farmington Hills, MI","creative","1"
"1534","Data Services Developer","Farmington Hills, MI","MATLAB","0"
"1535","Data Services Developer","Farmington Hills, MI","SAS","0"
"1536","Data Services Developer","Farmington Hills, MI"," R ","0"
"1537","Data Services Developer","Farmington Hills, MI","Modelling","0"
"1538","Data Services Developer","Farmington Hills, MI","Phd","0"
"1539","Data Center Facilities Technician 3","Weehawken, NJ","Python","0"
"1540","Data Center Facilities Technician 3","Weehawken, NJ","programming","0"
"1541","Data Center Facilities Technician 3","Weehawken, NJ","analytics","2"
"1542","Data Center Facilities Technician 3","Weehawken, NJ","mathematics","0"
"1543","Data Center Facilities Technician 3","Weehawken, NJ","machine learning","0"
"1544","Data Center Facilities Technician 3","Weehawken, NJ","team","2"
"1545","Data Center Facilities Technician 3","Weehawken, NJ","Cooperation","0"
"1546","Data Center Facilities Technician 3","Weehawken, NJ","statistics","0"
"1547","Data Center Facilities Technician 3","Weehawken, NJ","SQL","0"
"1548","Data Center Facilities Technician 3","Weehawken, NJ","communication","6"
"1549","Data Center Facilities Technician 3","Weehawken, NJ","big data","2"
"1550","Data Center Facilities Technician 3","Weehawken, NJ","design","2"
"1551","Data Center Facilities Technician 3","Weehawken, NJ","visualization","0"
"1552","Data Center Facilities Technician 3","Weehawken, NJ","Hadoop","0"
"1553","Data Center Facilities Technician 3","Weehawken, NJ","Java","0"
"1554","Data Center Facilities Technician 3","Weehawken, NJ","research","0"
"1555","Data Center Facilities Technician 3","Weehawken, NJ","creative","0"
"1556","Data Center Facilities Technician 3","Weehawken, NJ","MATLAB","0"
